name,address,city,state,zip_code,latitude,longitude,Discription,Accessible,Smooth,Elivators,Ramps,Sound,Brail,SightImpared,Bathrooms,single-entrance
Strong Street Playground,"STRONG ST, RESERVOIR AVE",Bronx,NY,10468,40.8714,-73.8981,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Sumner Playground,"M Garvey Blvd, Throop, Park & Myrtle Aves",Brooklyn,NY,11206,40.6972,-73.9428,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Sunken Playground,W 167 ST & EDGECOMBE AVE,New York,NY,10032,40.8377,-73.9361,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Sunners Playgournd,"Ave H, Kings Highway & E 49 St",Brooklyn,NY,11234,40.6325,-73.9297,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Sunrise Playground,"149 Rd, Weller Lane, 149 Ave, 253 St",Rosedale,NY,11422,40.6527,-73.7364,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Sunset Park,6 AVE BET 41 & 44 STS,Brooklyn,NY,11232,40.6477,-74.0045,Level 3: Accessible Playgrounds with Universally Accessible Swings,True,True,True,False,True,False,False,True,False
Surf Playground,"Surf Ave, W 25 & W 27 Sts",Brooklyn,NY,11224,40.5737,-73.9923,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Sutphin Playground,SUTPHIN BLVD & 125 AVE,Jamaica,NY,11434,40.6748,-73.7892,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Tall Oak Playground,"64 Ave, 218 & 219 Sts",Oakland Gardens,NY,11364,40.7462,-73.7582,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Tanahey Playground,"Cherry To Water Sts, W Catherine To Market Slips",New York,NY,10002,40.7102,-73.9952,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Tecumseh Playground,W 78 St & Amsterdam Ave,New York,NY,10024,40.7818,-73.9785,Level 3: Accessible Playgrounds with Universally Accessible Swings,True,True,True,False,True,False,False,True,False
Telephone Playground,"Bell Blvd, 75 Ave & 217 St",Oakland Gardens,NY,11364,40.7385,-73.7566,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Ten Eyck Playground,"Bushwick Ave, Scholes & Meserole Sts",Brooklyn,NY,11206,40.7089,-73.9389,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Tenney Park,74 Ave & 260 St,Glen Oaks,NY,11004,40.7495,-73.7156,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Terrace Playground,"Foote Ave, Howard Ave & Martha St",Staten Island,NY,10301,40.6137,-74.0985,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
The Painter's Playground,Alderton St From Dieterle To Elwell Crescents,Rego Park,NY,11374,40.7205,-73.8601,Level 3: Accessible Playgrounds with Universally Accessible Swings,True,True,True,False,True,False,False,True,False
Third St Playground,4 ST & PROSPECT PK W,Brooklyn,NY,11215,40.6672,-73.9729,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Thomas Greene Playground,"3 Ave, Nevins, Degraw & Douglas Sts",Brooklyn,NY,11217,40.6803,-73.9854,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Thomas Jefferson Park,E 111 ST & 1 AVE,New York,NY,10029,40.7923,-73.9354,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Tiffany Playground,"Fox St, E 167 St, Tiffany St",Bronx,NY,10459,40.8249,-73.8944,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Tiger Playground,"Evergreen Ave, Eldert & Covert Sts",Brooklyn,NY,11207,40.6882,-73.911,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Tilden Playground,"Tilden Ave, E 48 To E 49 Sts",Brooklyn,NY,11203,40.6476,-73.9314,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Toad Hall Playground,"Schmidts Lane, Manor Rd & Laguardia Ave",Staten Island,NY,10314,40.6087,-74.1198,Level 3: Accessible Playgrounds with Universally Accessible Swings,True,True,True,False,True,False,False,True,False
Tornsey Playground,Skillman Ave & 43 St,Sunnyside,NY,11104,40.7473,-73.9218,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Tot Lot One Hundred And Sixteen,W116ST-117ST/RIVERSIDE DR,New York,NY,10024,40.8096,-73.9655,Level 3: Accessible Playgrounds with Universally Accessible Swings,True,True,True,False,True,False,False,True,False
Tot Lot One Hundred And Ten,"W110-111ST, RIVERSIDE DR",New York,NY,10024,40.8051,-73.9686,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Tot Lot One Hundred Five,"W 105-106 ST, RIVERSIDE DR",New York,NY,10024,40.8018,-73.9709,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Tot Lot Park,W/s 98 St Bet Northern Blvd & 32 Ave,East Elmhurst,NY,11369,40.7579,-73.8708,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Transmitter Park,"West Street, between Kent Street & Greenpoint Aven",Brooklyn,NY,11222,40.7299,-73.9605,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Travers Park,"34 Ave, 78 St, 77 St",Jackson Heights,NY,11372,40.754,-73.8893,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Tremont Playground (1),COR E TREMONT & ARTHUR AVES,Bronx,NY,10457,40.8461,-73.8939,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Triassic Playground,JEWEL AVE & VAN WYCK EXWY,Flushing,NY,11367,40.7299,-73.835,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Triborough Bridge Playground A,Hoyt Ave & 19th St,Queens,NY,11102,40.776181,-73.923188,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Triborough Bridge Playground D,"Hoyt Ave, 24 St To Crescent St",Astoria,NY,11102,40.7735,-73.9216,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Triborough Bridge Playground E,"Hoyt Ave, Crescent St, 26 St",Astoria,NY,11102,40.773,-73.9209,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Turtle Playground,138 St & Service Rd S/s Horace Harding Exwy,Flushing,NY,11367,40.7421,-73.8274,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Umma Park,"Woodruff, Ocean & Crooke Aves",Brooklyn,NY,11226,40.6535,-73.9619,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Underhill Playground,PECK AVE & 188 ST,Fresh Meadows,NY,11365,40.7448,-73.7879,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Underwood Park,Lafayette & Washington Aves,Brooklyn,NY,11205,40.6886,-73.9664,Level 3: Accessible Playgrounds with Universally Accessible Swings,True,True,True,False,True,False,False,True,False
Union Square Park,"South of the Pavilion, on the north side of the 16",New York,NY,10003,40.736,-73.9904,Level 3: Accessible Playgrounds with Universally Accessible Swings,True,True,True,False,True,False,False,True,False
Upper,"E 178 ST, UPPER LEVEL",Bronx,NY,10457,40.8496,-73.9019,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Utopia Playground,"73 Ave, Jewel Ave, Utopia Pkwy",Fresh Meadows,NY,11365,40.7307,-73.7924,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Van Dyke Playground,"Dumont Ave, Powell St",Brooklyn,NY,11212,40.6644,-73.904,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Van Voorhees Park,"Congress, Columbia, Pacific, Hicks Sts",Brooklyn,NY,11201,40.6909,-73.9994,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Vanderbilt Playground,"PROSPECT PK S/W, VANDERBILT ST",Brooklyn,NY,11215,40.6551,-73.973,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Vernon Playground,"VERNON BLVD, 40 & 41 AVES",Long Island City,NY,11101,40.7571,-73.947,Level 3: Accessible Playgrounds with Universally Accessible Swings,True,True,True,False,True,False,False,True,False
Vesuvio Playground,"Thompson St, Spring To Prince Sts",New York,NY,10012,40.7253,-74.0026,Level 1: Playgrounds for All Children,True,True,True,False,True,False,False,True,False
Vidalia Park,Vyse & Daly Aves Bet W 179-180 Streets,Bronx,NY,10460,40.8433,-73.8814,Level 3: Accessible Playgrounds with Universally Accessible Swings,True,True,True,False,True,False,False,True,False
Vincent V Abate Playground,"LORIMER ST, DRIGGS AVE",Brooklyn,NY,11222,40.7213,-73.9498,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Vinland Playground,95 ST & SHORE ROAD,Brooklyn,NY,11209,40.6175,-74.04,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Vinmont Veteran Park,"W 254 St, Riverdale & Mosholu Aves",Bronx,NY,10471,40.9025,-73.9049,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Virginia Principe Playground,"CENTER OF PK, L I E SVCE RD, 54 AVE BETWEEN 63 AND",Maspeth,NY,11378,40.7272,-73.9038,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Vleigh Place Playground,"Vleigh Pl, 141 St & Union Tpke",Flushing,NY,11367,40.7183,-73.8206,Level 3: Accessible Playgrounds with Universally Accessible Swings,True,True,True,False,True,False,False,True,False
Vleigh Playground,"70 Rd To 71 Ave, 150 St To Kissena Blvd",Flushing,NY,11367,40.7298,-73.8165,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Wagner Playground,N/s E 120 St Bet 1 & 2 Aves,New York,NY,10035,40.7997,-73.9349,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Wallenberg Playground,W 189 ST & AMSTERDAM AVE,New York,NY,10040,40.8529,-73.9269,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Walter Ward Playground,89 St & 160 Ave,Howard Beach,NY,11414,40.6577,-73.8439,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Walton Park,"E.181st St, Walton Ave,jerome Ave",Bronx,NY,10453,40.8552,-73.9052,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Washington Hall Park,"Park, Washington Aves To Hall St",Brooklyn,NY,11205,40.6953,-73.9668,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Washington Park,"3 To 4 Sts, 4 To 5 Aves",Brooklyn,NY,11215,40.6728,-73.9842,Level 3: Accessible Playgrounds with Universally Accessible Swings,True,True,True,False,True,False,False,True,False
Washington Park,E. 183 St B/w Washington & Park,Bronx,NY,10458,40.8557,-73.8936,Level 3: Accessible Playgrounds with Universally Accessible Swings,True,True,True,False,True,False,False,True,False
Washington Playground,"99 To 100 Sts, 3 Ave",New York,NY,10029,40.7872,-73.9472,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Washington Square Park,WASHINGTON SQ N/EAST OF 5 AVE,New York,NY,10011,40.7308,-73.9967,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Watson Gleason Playground,"Noble, Gleason, Rosedale, Watson Aves",Bronx,NY,10472,40.8284,-73.869,Level 3: Accessible Playgrounds with Universally Accessible Swings,True,True,True,False,True,False,False,True,False
Weeksville Playground,"Atlantic, Howard Aves, Herkimer St",Brooklyn,NY,11233,40.6772,-73.9195,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
West 100th St Playground,100 ST & CENTRAL PARK WEST,New York,NY,10025,40.7938,-73.9626,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
West Playground,N/s Ave Z Bet West St & W 1 St,Brooklyn,NY,11223,40.5869,-73.9701,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Westbourne Playground,"Mott & Westbourne Aves, B 25 St",Far Rockaway,NY,11691,40.6079,-73.7644,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
White Playground,"Lexington Ave, E 105 To E 106 Sts",New York,NY,10029,40.7916,-73.9459,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Whitestone Playground,152 St Bet 11 & 12 Aves,Whitestone,NY,11357,40.792,-73.8085,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Wild Flower Meadow,G CENTRAL PKWY (UPPER AREA),Oakland Gardens,NY,11364,40.7422,-73.7409,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Williamsbridge Oval,RESERVOIR OVAL WEST & 208 ST,Bronx,NY,10467,40.8773,-73.8785,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Willoughby Playground,"Tompkins, Willoughby, Vernon Aves",Brooklyn,NY,11206,40.6944,-73.9467,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Windmuller Playground,"52 St, Woodside Ave, 39 Rd, 39 Dr, 54 St",Woodside,NY,11377,40.7475,-73.9107,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Wingate Park,S E Corner Brooklyn Ave & Rutland Rd,Brooklyn,NY,11203,40.6586,-73.9443,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,True,True,True,True,True,False,False,True,False
Wm E Kelly Memorial Park,"Ave S, E 14 & E 8 Sts",Brooklyn,NY,11229,40.6042,-73.9577,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Wolfes Pond Park,BETWEEN PARK BUILDING AND POND,Staten Island,NY,10309,40.516,-74.1909,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Wolfes Pond Park,"END OF CORNELIA AVE, OPP HOCKEY RINK",Staten Island,NY,10312,40.5183,-74.1872,Level 3: Accessible Playgrounds with Universally Accessible Swings,True,True,True,False,True,False,False,True,False
Woodlawn Playground,"W 239 ST, VAN CORTLANDT EAST",Bronx,NY,10470,40.9001,-73.8722,Level 3: Accessible Playgrounds with Universally Accessible Swings,True,True,True,False,True,False,False,True,False
Woodtree Playground,"20 Ave, 37 St, 38 St",Astoria,NY,11105,40.7775,-73.9024,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Wyona Street Playground,"Wyona St, Vermont St, Fulton St, Jamaica Ave, Arln",Brooklyn,NY,11207,40.6786,-73.8951,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,True,True,True,False,True,False,False,True,False
Jonesboro Rotary Centennial Park,4910 South Culberhouse,Jonesboro,AR,72404,35.77913,-90.71411,"Play pieces include ground-level learning panels, elevated sand tables, bucket swings, a Sway Fun glider, and a splash pool.",True,True,True,False,True,False,False,True,False
Miracle League Park Playground,2500 Cantrell Road,Little Rock,AR,72202,34.759836,-92.305621,"The playground features a toddler and belt swings, two roller coaster swings, a platform swing that a wheelchair can roll up on, an Omni spinner and a roller slide.",True,True,True,False,True,False,False,True,False
Hui Aloha Playground,Keopuolani Parkway,Kahului,HI,96732,20.8949305,-156.4827543,"The playground features pavilions, swings, jungle gyms, a mini climbing wall and rubberized surfaces for safe play.",True,True,True,False,True,False,False,True,False
Universal Playground,510 Nymphara Lane,Red Wing,MN,55066,44.5664814,-92.5048964,"This playground has two play structures plus the Universal Playground, with various swings, slides and play equipment and an accessible raised bed garden",True,True,True,False,True,False,False,True,False
Silver Lake Community Playground,700 West Silver Lake Drive NE,Rochester,MN,55906,44.03,-92.45099,,True,True,True,False,True,False,False,True,False
Kaleidoscope,625 Riverside Drive NE,St. Cloud,MN,56306,45.5714937,-94.1602166,"Play equipment includes a Sway-Fun glider, ramped bridges and play panels.",True,True,True,False,True,False,False,True,False
Disability Connection Community Playground,Ball Park Road,Gulfport,MS,39503,30.4997995,-89.118837,"The new playground has a variety of specialized equipment designed for everyone to play, a lighted walking track, benches, accessible bathrooms, shade, and ample parking",True,True,True,False,True,False,False,True,False
West Side Park,4010 West Beach,Gulfport,MS,39501,30.3981324,-89.1038783,,True,True,True,False,True,False,False,True,False
Play Garden Park,210 Cedar Street,Fulton,MS,38843,34.2723011,-88.4102026,This park has a castle theme with areas for children ages 2-5 years old and areas for older kids ages 5Ð12 years old. The areas are on poured in place surfacing with fencing around the entire play area.,True,True,True,False,True,False,False,True,False
East Side Elementary School,813 East Broad Street,West Point,MS,39773,33.6048197,-88.6417455,Facilities available for play during non-school hours. This school playground has Evos play structures and sensory wall panels.,True,True,True,False,True,False,False,True,False
Stone Elementary School,1652 East Central Avenue,Wiggins,MS,39577,30.8447648,-89.1119327,Facilities available for play during non-school hours. The playground has Evos play structures with a Sway Fun Glider.,True,True,True,False,True,False,False,True,False
Perkinston Elementary School,40 2nd Street,Perkinston,MS,39573,30.7839565,-89.1411078,Facilities available for play during non-school hours. There are structures with accessible components as well as a Sway Fun Glider,True,True,True,False,True,False,False,True,False
East Central Lower Elementary School,5621 Hwy 614,Hurley,MS,39562,30.6545327,-88.508858,Facilities available for play during non-school hours. This school playground has Evos play structures with panels and accessible cyclers.,True,True,True,False,True,False,False,True,False
East Central Upper Elementary School,5400 Hurley Wade Road,Moss Point,MS,39562,30.6592133,-88.5185841,Facilities available for play during non-school hours. This school playground has Evos play structures with panels and accessible cyclers.,True,True,True,False,True,False,False,True,False
Vancleave Lower Elementary School,12602 Highway 57,Vancleave,MS,39565,30.5273281,-88.6888068,Facilities available for play during non-school hours. This school playground has Evos play structures with panels and accessible cyclers.,True,True,True,False,True,False,False,True,False
Vancleave Upper Elementary School,13901 Highway 57,Vancleave,MS,39565,30.5437902,-88.6874869,Facilities available for play during non-school hours. This school playground has Evos play structures with panels and accessible cyclers.,True,True,True,False,True,False,False,True,False
St. Martin East Elementary School,7508 Rose Farm Rd,Ocean Springs,MS,39564,30.4494311,-88.8303346,Facilities available for play during non-school hours. This school playground has Evos play structures with panels and accessible cyclers.,True,True,True,False,True,False,False,True,False
St. Martin Upper Elementary School,10910 Yellow Jacket Boulevard,Ocean Springs,MS,39564,30.4316391,-88.7942649,Facilities available for play during non-school hours. This school playground has Evos play structures with panels and accessible cyclers.,True,True,True,False,True,False,False,True,False
St.Martin North Elementary School,16308 Lemoyne Boulevard,Biloxi,MS,39532,30.3960318,-88.8853078,Facilities available for play during non-school hours. This school playground has Evos play structures with panels and accessible cyclers.,True,True,True,False,True,False,False,True,False
Casey White Playground,376 Mammoth Road,Manchester,NH,3109,42.9628656,-71.4202306,,True,True,True,False,True,False,False,True,False
Chatauqua Park,West 5th Street,Hastings,NE,68901,40.5880653,-98.4018839,This parks features a completely handicapped accessible playground structure,True,True,True,False,True,False,False,True,False
Challenger Place,209 County Road 537,Colts Neck,NJ,7722,40.299265,-74.134712,,True,True,True,False,True,False,False,True,False
Tony's Place,221 Ocean Avenue North,Long Branch,NJ,7740,40.2980284,-73.9792522,"The playground features a sand and music areas, tunnels, slides, and bridges.",True,True,True,False,True,False,False,True,False
CSURE Playground,South Somerset Avenue,Ventnor City,NJ,8406,39.34041,-74.47378,,True,True,True,False,True,False,False,True,False
Votee Park,250 Colonial Court,Teaneck,NJ,7666,40.8946138,-74.0123564,"The play structures  include slides, climbing events, balancing floating stones and log roll, upper body challenges, wheelchair ramps, transfer stations and play panels. . For the 2-5 year olds, ground level play panels, spring animals, ground level climb",True,True,True,False,True,False,False,True,False
All Children's Playground,20 Edgemont Road,Montclair,NJ,7042,40.8301923,-74.2143847,,True,True,True,False,True,False,False,True,False
Fort Medford Playground,100 Commonwealth Drive,Medford,NJ,8055,39.839399,-74.8208135,"The fort has ramps that lead up to decks with play panels. This park includes swings, slides, an interactive musical wall, a sandbox, a sway boat and a roller slide that is designed for children with no lower body mobility.",True,True,True,True,True,False,True,True,False
Deerwood Rotary Childrens Park,7901 Baymeadows Road East,Jacksonville,FL,32256,30.22873,-81.50876,This handicapped accessible park for children is named Deerwood Rotary Children's Park.,True,True,True,False,True,False,False,True,False
Phil Rizzuto Park,North Avenue,Elizabeth,NJ,7208,40.68137,-74.21823,"The park is a 10.4-acre multi-use facility that also contains a Boundless Playground area, which allows children with disabilities to play along side their peers",True,True,True,False,True,False,False,True,False
Dream Playground for North Las Vegas Children,710 West Lake Mead Boulevard,North Las Vegas,NV,89030,36.1966899,-115.150514,"The playground includes Tot Lot, larger play structure for children ages 5-12, safety sign in Braille, slides and play components, climbing and balancing activities and sign language board.",True,True,True,False,True,False,True,True,False
Inspiration Station,1301 Valley Road,Reno,NV,89512,39.541175,-119.808699,,True,True,True,False,True,False,False,True,False
All Abilities Playground,1750 Shadow Lane,Sparks,NV,89434,39.5634996,-119.7109653,"Play equipment includes an integrated carousel with wheelchair access from the ground level, a play system that allows children to climb up, over and around an entire structure without ever touching the ground, a swing set with accessible seats, and a rot",True,True,True,True,True,False,False,True,False
Freedom Trail Playground,2200 South Holly Avenue,Yukon,OK,73099,35.482252,-97.749631,"The playground includes a toddler play area, dinosaur dig and Oklahoma Native areas.",True,True,True,False,True,False,False,True,False
Dreamcatcher Playground,14663 NE 3rd,Choctaw,OK,73020,35.498851,-97.271419,,True,True,True,False,True,False,False,True,False
Lions Children's Park,9050 Lake Hefner Parkway,Oklahoma City,OK,73120,35.5594559,-97.5727461,,True,True,True,True,True,True,True,True,False
Harper's Playground,6825 N Delaware Avenue,Portland,OR,97217,45.5719479,-122.6925117,,True,True,True,True,True,True,False,True,False
Rosedale Playground,1701 Gales St NE,Washington,DC,20009,38.8980949,-76.9796563,,True,True,True,False,True,True,False,True,False
Stone Janah,10th & Franklin,Fort Lauderdale,FL,33301,38.925584,-76.99243,"Previously a vacant parcel of land in the Brookland neighborhood, Noyes Playground is now a 1.1-acre park space with a “green” theme, according to city officials. The playground includes a community garden, a flat safety surface, a multi-purpose field, a shade structure, a walking path, fitness features for adults, picnic tables, barbecue grills, a community message board, an irrigated landscape, a plaza/community gathering area and game tables. The new playground is part of the Play DC initiative, a partnership between DPR and DGS to evaluate, upgrade and maintain all of the play spaces in DPR’s inventory, according to the city.",True,False,True,False,True,False,False,True,False
Parma Park,6445 Camden Ave,San Jose,CA,95120,37.2217,-121.871042,,True,True,True,False,True,False,False,True,False
Willow Street Frank Bramhall Park,1339 Willow St,San Jose,CA,95125,37.303683,-121.909614,,True,True,True,False,True,False,False,True,False
Nisich Park,1419 Nisich Drive,San Jose,CA,95122,37.31842,-121.834117,,True,True,True,False,True,False,False,True,False
Berryessa Creek Park,3154 Isadora Drive,San Jose,CA,95132,37.408928,-121.860046,,True,True,True,False,True,False,False,True,False
Paul Moore Park,1416 Myrtle Ave,San Jose,CA,95118,37.270994,-121.889479,,True,True,True,False,True,False,False,True,False
Capital Park,766 Peter Pan Ave,San Jose,CA,95116,37.351756,-121.833657,,True,True,True,False,True,False,False,True,False
Calabazas Park,1225 South Blaney Ave,San Jose,CA,95129,37.301692,-122.025418,,True,True,True,False,True,False,False,True,False
River Oaks Park,400 River Oaks Parkway,San Jose,CA,95134,37.403443,-121.929814,,True,True,True,True,True,True,True,True,False
Newhall Park,960 New Hall St,San Jose,CA,95126,37.346607,-121.924953,,True,True,True,True,True,True,True,True,False
JO Wilson Elementary Playground,"6th and K Streets, NE",Washington,DC,20002,38.902765,-76.997854,,True,True,True,False,True,False,False,True,True
Hayes School Playground,"5th and K Streets, NE",Washington,DC,20002,38.90266,-76.999214,,True,True,True,False,True,False,False,True,False
Upshur Park,Arkansas Ave NW and 14th St NW,Washington,DC,20011,38.943293,-77.032502,,True,True,True,False,True,False,False,True,False
Hideaway Park Playground,U.S. 40 & Crosscut Dr,Winter Park,CO,80482,39.919702,-105.784652,,True,True,True,False,True,False,False,True,False
Prairie Park,13355 - 90th Street NE,Otsego,MN,,45.280901,-93.600045,,True,False,True,False,True,False,False,True,False
Elm Creek,12400 James Deane Parkway,Maple Grove,MN,55369,45.138802,-93.431492,,True,True,True,False,True,False,False,True,False
SIA Playground,Crescent Drive,Lafayette,IN,47904,40.414721,-86.869497,,True,True,True,True,True,True,False,True,False
Junior League of Seattle Children's Playground,7400 Sand Point Way NE,Seattle,WA,98115,47.682132,-122.263298,,True,True,True,False,True,False,True,True,False
Founders Park,Hazel Dell Pkwy,Carmel,IN,46033,39.959211,-86.072259,,True,True,True,True,True,True,True,True,True
Monon Center,Central Park Dr W,Carmel,IN,46280,39.950395,-86.141739,,True,True,True,True,True,True,True,True,True
Howarth Park,Summerfield Road,Santa Rosa,CA,95405,38.452866,-122.668694,,True,True,True,True,True,True,False,True,False
Maxwell Farms Regional Park,1000 Verano Avenue,Sonoma,CA,,38.299693,-122.492464,,True,True,True,True,True,True,False,True,False
Amazing kids,Denniston Avenue,Pittsburgh,PA,15217,40.442293,-79.919229,,True,True,True,True,True,True,True,True,False
Largo Central Park,101 Central Park Drive,Largo,FL,33771,27.916224,-82.783524,,True,True,True,False,True,True,True,True,False
Children's Adventure Playground,700 West Silver Lake Drive NE,Rochester,MN,55906,44.030888,-92.459349,,True,False,True,True,True,False,False,True,False
Mason Mill Park,McConnell Drive,North Druid Hills,GA,30033,33.809881,-84.306657,,True,True,True,True,True,False,False,True,False
J.P. Murphy Playground,1960 9th Ave,San Francisco,CA,94116,37.751741,-122.465352,,True,True,True,True,True,True,True,True,True
