name,address,city,state,zip_code,latitude,longitude,Discription,Accessible,Smooth,Elivators,Ramps,Sound,Brail,SightImpared,Bathrooms,single-entrance
Strong Reach Playground,103 Barr Avenue,Bowdon,GA,30108,33.5290172,-85.253076,,True,True,True,False,True,False,False,True,False
Unity Place,175 Ozora Road,Loganville,GA,30052,33.8819183,-83.9206055,"Playground facilities include raised sandboxes and mechanical diggers for use by seated children. Thoughtfully designed swings and wide ramps make the playground suitable for children with and without special needs.  Bay Creek Park also features a special-needs ball field with a rubberized surface and large, level ""dugouts"" usable by wheelchairs.",True,True,True,False,True,False,False,True,False
All Children's Playground,Willowbend Road,Peachtree City,GA,30269,33.400353,-84.5814748,"This 5-acre park has an accessible playground, fishing, horseshoes and a covered picnic shelter.",True,True,True,False,True,False,False,True,False
Tread Town,200 Preston Strokes Drive,Pooler,GA,31322,32.115481,-81.2470574,,True,True,True,False,True,False,False,True,False
Children's Playgarden,8720 Ephesus Church Road,Villa Rica,GA,30180,33.7076604,-84.8610942,"The 200-acre park contains nature trails, and open exploration areas.",True,True,True,False,True,False,False,True,False
Brooklyn's Playground,305 South Arthur Avenue,Pocatello,ID,83204,42.8597941,-112.4499382,"This  28,000 square foot playground featuress wheelchair accessiblity to seven different levels of the playground. The playground has areas for pretend play, music, swing, climbing and sliding.",True,True,True,True,True,False,False,True,False
Thaddeus James Weisner Park,Fourth and Flagg streets,Aurora,IL,60605,41.7583535,-88.3065722,,True,True,True,False,True,False,False,True,False
Citizens Park,511 Lake Zurich Road,Barrigtion,IL,60010,42.16125,-88.128387,Home of the Pepper Family Treehouse.,True,True,True,False,True,False,False,True,False
Miller Park,401 Summit Street,Barrington,IL,60010,42.1514192,-88.1312128,This 8-acre park includes a handicap-accessible playground area and a Scout Cabin,True,True,True,False,True,False,False,True,False
Playground For Everyone,900 East Winter Avenue,Danville,IL,61832,40.1602864,-87.6144754,"This 10,000 square foot playground  was designed to be nearly 100% accessible.",True,True,True,False,True,False,False,True,False
Independence Park,1000 Logan Avenue,Danville,IL,61832,40.1418357,-87.6449702,,True,True,True,False,True,False,False,True,False
Deerspring Park,Lions Drive,Deerfield,IL,60015,42.169535,-87.834084,"The playground has rampways, slides, climbing structures and other components. It was built within the framework of existing trees at Deerspring Park to give it a ""treehouse"" feel.",True,True,True,True,True,False,False,True,True
Prarie View Park,6834 Dempster Street,Morton Grove,IL,60053,42.0442139,-87.797123,"The pathways are made of a rubber material. The equipment was placed where children in wheelchairs could reach, such as a sandbox area with special scoops. The playground also includes special rock-climbing surfaces, an activity areas with a sign-language board, and items with textures.",True,True,True,False,True,True,False,True,False
Pearce's Ford Park,601 Pearce's Ford Road,Oswego,IL,60543,41.7008675,-88.3260965,The playground offers a poured-in-place rubberized surface overlooking the Waubonsee Creek and Waubonsee Greenway.,True,True,True,True,True,False,False,True,False
Civic Center Park,5 Ashlawn Avenue,Oswego,IL,60543,41.7005025,-88.3457578,"The accessible playgroundoffers ramps and a poured-in-place rubberized surface and includes 4 slides, 8 climbers, activity panels, and swings.",True,True,True,True,True,False,False,True,False
Country Garden Park,901 North Schoenbeck Rosf,Prospect Heights,IL,60004,42.1143065,-87.9464913,,True,True,True,False,True,False,False,True,False
McCarthy Park,16801 South 80th Avenue,Tinley Park,IL,60477,41.5856418,-87.8130251,"The playground features ramps wide enough for passing wheelchairs that lead to slides, games and a Sway Fun seating area that rocks back and forth. Interactive elements like drums and a sensory panel with rolling marbles and a color wheel are designed to engage the senses. There is an adult wheelchair swing.",True,True,True,True,True,True,False,True,False
Spraypark for Everyone,1112 Industrial Drive,Danville,IL,61832,40.1385355,-87.6065967,"A zero-depth water play area is accessible to all people, regardless of their ability.",True,True,True,False,True,False,False,True,False
Playscape Playground,2450 South Endwright Road,Bloomington,IN,47403,39.140687,-86.600582,"The first phases of this Playscape includes a water splash pad, a toddler playground, a ramped play unit for 5-12 year-olds, accessible sand tables and a shelter with accessible picnic areas.",True,True,True,False,True,False,False,True,False
Lower Cascades Park,2851 North Old State Road 37,Bloomington,IN,47404,39.1903893,-86.5350104,This playground is the city's largest and most accessible playground.,True,True,True,False,True,False,False,True,False
Freedom Field,1400 Parkside Drive,Columbus,IN,47203,39.2409031,-85.911761,"This playground has a theme of ""No child left behind.""  The park includes many custom play events as well as The Rock and Spacenet Climbers. Custom safety surfacing makes the playground accessible for all.",True,True,True,False,True,False,False,True,False
Taylor's Dream Boundless Playground,Off North River Road,Fort Wayne,IN,46815,41.0875431,-85.0463484,"The playground features a splash pad in the center, ramped structures, swings, a music area, T-Rex, an Areoglider and a NEOs game.",True,True,True,True,True,False,False,True,False
Arch Street Park,320 Arch Street,Lawrenceburg,IN,47025,39.0966332,-84.8474081,,True,True,True,False,True,False,False,True,False
Freedom Trail Park,500 Deer Walk Trace,Westfield,IN,46074,40.048746,-86.115882,"The inclusive playground has a 2-5 year old area as well as an older children's area.  There is also a sensory garden.  There are features for children with autism, like  spinning and twirilng. T",True,True,True,True,True,True,False,True,False
Sergeant Bluff-Luton Community School,206 S. D Street,Sergeant Bluff,IA,51054,42.3957963,-96.3603342,"The playground accessible playground equipment includes an EVOS system, Accessible Power Lifterª Chinning Bar, ChitterChatter Noodleª Talk Tubes, Gyro Twisterª Spinner.",True,True,True,False,True,False,False,True,False
Boundless Playground,1100 31st Street,Sioux City,IA,51104,42.5234008,-96.3962972,,True,True,True,True,True,False,False,True,False
City Park,Park Drive  and South 26th Street,Kansas City,KS,66102,39.1040952,-94.6586209,,True,True,True,False,True,False,False,True,False
Emerson Park,1423 South 29th Street,Kansas City,KS,66106,39.0741527,-94.6625122,,True,True,True,False,True,False,False,True,False
Quindaro Park,3301 Sewell Avenue,Kansas City,KS,66104,39.1488703,-94.6666903,,True,True,True,False,True,False,False,True,False
Shawnee Park,729 Shawnee Avenue,Kansas City,KS,66105,39.0858631,-94.6283134,,True,True,True,False,True,False,False,True,False
Sunrise Boundless Playscape,6501 West 21st Street North,Wichita,KS,67212,37.70882,-97.41731,,True,True,True,False,True,False,False,True,False
Don Fightmaster Park,Bellknap Campus,Louisville,KY,40209,38.2140116,-85.7598109,"The park is a 10,000-square-foot, fully accessible playground.",True,True,True,False,True,False,False,True,False
Great House Elementary School,2700 Browns Lane,Louisville,KY,40220,38.2256046,-85.6208389,This playstructure features a several climbers as well as a Sway Fun glider.,True,True,True,False,True,False,False,True,False
Sensory Park and Garden,815 Triplett Street,Owensboro,KY,42303,37.76924,-87.102635,"The park offers many engaging features in a universally-accessible landscape. Sensory Parks and Therapeutic Landscapes are new, cutting-edge approaches for meeting the physical, recreational, emotional and spiritual needs of people with and without disabilities.",True,True,True,False,True,False,False,True,False
Noble Park,2801 Park Avenue,Paducah,KY,42001,37.08356,-88.63754,,True,True,True,False,True,False,False,True,False
Jefferson Park,4100 South Drive,Jefferson,LA,70121,29.9575801,-90.167345,"This Family Fitness and Fun Park was  built by American Academy of Orthopaedic Surgeons in partnership with KaBOOM! In the middle of the Park there is a safe, accessible playground.The activities also  give those recovering from joint replacement a safe place to exercise.",True,True,True,False,True,False,False,True,False
Parc Independence,500 Girard Park Drive,Lafayette,LA,70503,30.206572,-92.020024,,True,True,True,True,True,True,True,True,True
Shiver Me Timber Playground,900 Lakeshore Drive,Lake Charles,LA,70601,30.22788,-93.21934,"The playground features a bigger than life 40 foot long Shiver Me Timbers Pirate Ship  next to the Eagle's Nest, a huge climbing structure.  This two storied ship features a climbing cargo net, portals, decking and ramps.",True,True,True,False,True,False,False,True,False
Kids Konnection Playground,21411 Koop Road,Mandeville,LA,70471,30.417278,-90.04336,"The park is ""latex free,"" allowing individuals with Spina Bifida to play without the worry of exposure to latex.   The Roller Slide offesr a slide for childrean with Cochlear implants.  The Sway Fun offers a safe alternative for individuals in a wheelchair to experience swinging.  The playground provides sensory experiences with sand, plants and sound.",True,True,True,False,True,True,True,True,False
Micki,54 Dreyfous Drive,Saint-Andre,SD,97440,29.9853124015,-90.0962574456,"The large playground consists of swings, slides, bridges, tunnels and other piecesfor children 2-5 years old. The playground was built by the American Association of Orthopaedic Surgeons in partnership with KaBOOM!",True,False,True,False,True,False,False,True,False
Leaps and Bounds,Youree Drive,Broadmoor Terrace,LA,71105,32.465046,-93.721576,,True,False,True,True,True,True,False,True,False
Touch The Sky,6 Echo Ave.,Beverly,MA,1915,42.5565261,-70.892989,"Open to the public when school is not in session. Wide ramps and rubber surface accommodate wheelchairs. Bucket-seat swings are good for kids who need extra support. A slide made out of roller balls is designed for touch sensations. One of the slides is made out of metal instead of plastic, which can be a hazard to children with cochlear implants.",True,True,True,True,True,False,False,True,False
Rising Stars Playground,48 Putnam Street,Beverly,MA,1915,42.5664566,-70.9398865,,True,True,True,True,True,False,False,True,False
Mission Hill Playground,1517 Tremont Street,Boston,MA,2120,42.3324085,-71.099733,The playground includes an accessible spray park that is lit at night.,True,True,True,False,True,False,False,True,False
Harambee Park,Talbot Avenue,Boston,MA,2124,42.2921,-71.0847,,True,True,True,True,True,False,False,True,False
Francis Wyman Playground,41 Terrace Hall Avenue,Burlington,MA,1803,42.501806,-71.215396,This is a nature-based playground.,True,True,True,False,True,False,False,True,False
2017Iris,60 Sconticut Neck Road,Belem,PA,66617-610,41.6366982,-70.8803411,,True,False,True,False,True,False,False,True,False
Wilson Boundless Playground,252 Bliss Road,Longmeadow,MA,1106,42.0574343,-72.5711284,"Playscape features a Candyland Pathway, Monopoly cars,a life-size Twister Board,  poured-in-place fall surfaces and a handicap-accessible sand play area with digger trucks.",True,True,True,True,True,False,False,True,False
Marshfield Kids at Play Park,15 Library Plaza,Marshfield Township,MA,2050,42.0911473,-70.7022587,"The playground has 16 slides, a rock climbing wall, and full access for all children.",True,True,True,False,True,False,False,True,False
Buttonwood Park,Lt Walter E Fuller Memorial Parkway,New Bedford,MA,2740,41.63357,-70.93948,,True,True,True,False,True,False,False,True,False
North Attleborough Learning Center Playground,25 School Street,North Attleborough,MA,2760,41.991937,-71.331759,,True,True,True,False,True,False,False,True,False
Adventures for Angels Playground,36 Johnson Street,Peabody,MA,1960,42.5444631,-70.994726,"The accessible park features a zip line, seesaw for up to four, swings accommodating every child, a wide rollerslide, and special panels, including an interactive Braille clock and wind chimes.",True,True,True,False,True,False,True,True,False
Rotary Park,159 Springside Avenue,Pittsfield,MA,1201,42.4601016,-73.2403911,,True,True,True,False,True,False,False,True,False
Amelia Grace Place,34 Jerden's Lane,Rockport,MA,1966,42.65081,-70.61295,"Open to the public during non-school hours.  It includes accessible swings, climbing structure that enables a wheelchair to go to the top, and many ground-level activities.",True,True,True,False,True,False,False,True,False
I Believe I Can Fly Playground,2001 North Warwick Avenue,Baltimore,MD,21216,39.311122,-76.656474,,True,True,True,False,True,False,False,True,False
Great Oaks and Little Acorns Playground,2800 Ailsa Avenue,Baltimore,MD,21214,39.3494958,-76.5696312,,True,True,True,False,True,False,False,True,False
Opportunity Park,3330 Northview Drive,Bowie,MD,20716,38.935128,-76.7355721,"The playground includes a tot lot with forgiving artificial surfaces, and equipment with easy-to-hold grips. The playground for school-age children is fully ramped and  wheelchair accessible. In both areas, tactile mazes, tick-tack-toe games and alphabets appeal to the visually impaired.  The wheelchair-accessible Nature and Sensory Trail provides 7 interactive stations including a fragrance box.",True,True,True,True,True,False,True,True,False
South Penn Elementary School,500 East Second Street.,Cumberland,MD,21502,39.6355361,-78.7578664,,True,True,True,False,True,False,False,True,False
Annie's Playground,Smith Lane,Benson,MD,21018,39.513041,-76.381234,"the playground  features include a treehouse, amphitheater/outdoor classroom, puppet theatre, dragon and elephant slides, baseball area and Memorial Garden.",True,True,True,False,True,True,False,True,False
Longview School,13900 Bromfield Rd,Germantown,MD,20874,39.149832,-77.293015,,True,True,True,False,True,False,False,True,False
Marley Glen School,200 Scott Avenue,Glen Burnie,MD,21060,39.143209,-76.5961,,True,True,True,False,True,False,False,True,False
Martin L. Snook Park,17901 Halfway Boulevard,Hagerstown,MD,21740,39.6124249,-77.7551979,,True,True,True,False,True,False,False,True,False
Fairland Regional Park,Talbott Avenue,Laurel,MD,20707,39.099235,-76.848314,,True,True,True,True,True,True,False,True,False
High Hopes Boundless Playground,21550 Willows Road,Lexington Park,MD,20653,38.256215,-76.449483,,True,True,True,False,True,False,False,True,False
Lake Waterford Boundless Playground,830 East Pasadena Road,Pasadena,MD,21122,39.1476731,-76.5213979,,True,True,True,False,True,False,False,True,False
Hadley's Playground,12600 Falls Road,Potomac,MD,20854,39.0628928,-77.1764903,"This playground was the inspiration for an initiative to build more fully accessible playgrounds in the state of Maryland.   The one-acre playground is built around ""theme play"" and has seven different types of play.",True,True,True,False,True,False,False,True,False
Jeannette P. Chipman Boundless Playground,Broad Street and Poplar Avenue,Salisbury,MD,21801,38.3676913,-75.5973699,,True,True,True,False,True,False,False,True,False
Adventure Playground,1120 Jackson Road,Silver Spring,MD,20904,39.056501,-76.984827,,True,True,True,False,True,False,False,True,False
Hailey's Wish Boundless Playground,495 South Center Street,Westminster,MD,21157,39.560371,-76.991822,"On the property of Carroll Springs School, the playground will also benefit the children with severe disabilities who attend the school every day.",True,True,True,True,True,False,False,True,False
Bill Adelson Playground,40 Fairbank Road,Sudbury,MA,1776,42.3932331,-71.443684,This is a toddler playground.,True,True,True,True,True,False,False,True,False
Lyon's Pride,40 Fairbank Road,Sudbury,MA,1776,42.3932331,-71.443684,,True,True,True,True,True,False,False,True,False
S.M.I.L.E. Sudbury,66 Dudley Road,Sudbury,MA,1776,42.357722,-71.433903,"SMILE (Simple Mobility in a Learning Environment) is a community-built playground including climbers, slides, play panels, and spring riders. There is also a playground sculpture of Harry the Hippo which children can climb through.",True,True,True,True,True,True,True,True,True
Luke's Love Boundless Playground,Meeting House Way,Barnstable,MA,2668,41.704727,-70.376487,"Barrier free playground includes a bright red, ADA compliant Jenn Swing for smaller children with physical limitations that require a more secure fit.",True,True,True,True,True,True,False,True,False
All Access Playground,75 School Street,West Dennis,MA,2670,41.66189,-70.16931,,True,True,True,False,True,False,False,True,False
Ronan McElligott Memorial Playground,55 Williams Avenue,Westford,MA,1886,42.6152749,-71.41838,,True,True,True,False,True,False,False,True,False
High Point School,1735 South Wagner Road,Ann Arbor,MI,48103,42.2602669,-83.7989288,"This was an  Able to Play project whose criteria included that children with physical disabilities be able to play on, and with, at least 70 percent of the play activities.",True,True,True,True,True,False,False,True,False
FirstDanilo,1400 North Capital Avenue,Norfolk,VA,23510,42.3424371,-85.1543086,,True,False,True,False,True,False,False,True,False
Versluis Park,6161 Belmont Avenue NE,Belmont,MI,49306,43.074833,-85.610755,"The park was created on the shore of a 50 acre man-made lake and designed to provide a fully accessible recreational experience, includings playground areas, picnic facilities, horseshoes & volleyball, beach and swimming areas with lifeguard stations and a bathhouse, fishing pier, boating, and one mile paved walking trail.",True,True,True,False,True,False,False,True,False
Friendship Village,110 Veterans Avenue,Blissfield,MI,49228,41.8250963,-83.8649077,,True,True,True,False,True,False,False,True,False
Wing Lake Development Center Playground,6490 Wing Lake Road,Bloomfield Hills,MI,48301,42.545437,-83.297065,,True,True,True,False,True,False,False,True,False
Ramona Park,8600 South Sprinkle Road,Portage,MI,49002,42.1916007,-85.540567,"The playground has both a large play structure for five- to 12-year-olds and a smaller play structure. The playground has a Sway Fun, two bouncing bug toys, a spinning toy and a PlayMotion X-Wave 2.",True,True,True,False,True,False,False,True,False
Dad Butler Playfield,2034 East Eight Mile Road,Detroit,MI,48234,42.4330141,-83.0415078,"The playground has climbing structures, slides, and swings, and is located adjacent to soccer fields, baseball diamonds, and a picnic area.",True,True,True,False,True,False,False,True,False
Delray Community Center,420 South Leigh Street,Detriot,MI,48209,42.290043,-83.128582,,True,True,True,False,True,False,False,True,False
Summerfield Play Area,1360 Milbourne Avenue,Flint,MI,48504,43.0263433,-83.7206717,,True,True,True,True,True,False,False,True,False
Pine River Nature Center,2585 Castor Road,Goodells,MI,48027,42.977403,-82.647152,The universally accessible treehouse at the nature center is available for public visits.,True,True,True,False,True,False,False,True,False
Tiger Paw Playground,East Progress Street,Hillman,MI,49746,45.06819,-83.89222,,True,True,True,False,True,False,False,True,False
Rotary Playground,313 Fairbanks Avenue,Holland,MI,49423,42.7858583,-86.0923821,,True,True,True,True,True,False,False,True,False
Upjohn Park,Lake and Walters streets,Kalamazoo,MI,49001,42.280994,-85.5761299,the playground  includes a Sway Fun Glider.,True,True,True,False,True,False,False,True,False
Henry H. North Elementary School,333 East Miller Road,Lansing,MI,48911,42.670683,-84.54752,,True,True,True,True,True,False,False,True,False
Chancy Lewis Park,520 South Main Street,Lawton,MI,49065,42.1628425,-85.8487476,"It is wood playground with steps, bridges, monkey bars, rope ladders, shaky platforms and more. There is a separate Tot Lot area with small steps, a slide, a sandbox, monkey bars and large wooden cars to ""drive.""",True,True,True,False,True,False,False,True,False
Monroe Welcome Center Playground,I-075 Northbound at Mile Marker 10,Monroe,MI,48161,41.91643,-83.39771,,True,True,True,False,True,False,False,True,False
New Buffalo Welcome Center Playground,11630 Wilson Road,New Buffalo,MI,49117,41.7700375,-86.7331889,,True,True,True,True,True,False,False,True,False
Rainbow's End,4548 Fashion Square Boulevard,Saginaw,MI,49604,43.4733443,-83.969579,,True,True,True,False,True,False,False,True,False
Sandusky City Park Boundless Playground,West Speaker Street,Sandusky,MI,48471,43.419037,-82.8374426,,True,True,True,False,True,False,False,True,False
Children's Play Farm,20936 West 12 Mile Road,Southfield,MI,48076,42.5018044,-83.2497983,"This playground consists of farm-themed play equipment, including tractor bouncers, animal cutouts and an enormous playscape that has red barn top roofs throughout.",True,True,True,False,True,False,False,True,False
Eastern Elementary School Playground,1600 Eastern Avenue,Traverse City,MI,49686,44.7694341,-85.5856891,,True,True,True,False,True,False,False,True,False
Western UP Boundless Playground,North 4720 U.S. Highway 45,Watersmeet,MI,49969,46.3243,-89.1746047,,True,True,True,False,True,False,False,True,False
Soroptimist Park,35700 John Street,Wayne,MI,48184,42.2708758,-83.3903712,,True,True,True,True,True,True,True,True,False
MarshBank Park,2805 Hiller Rd.,West Bloomfield,MI,48324,42.5953898,-83.3976566,"In addition to a ramping system,this playstructure offers unique play experiences with many sensory play panels, bridges, slides and climbers.",True,True,True,False,True,False,False,True,False
Paradise Penninsula Playscape,1702 Scott Lake Road,Waterford,MI,48328,42.6642262,-83.3451577,"The play structure, whose theme in Michigan Landscape,  include: an ""Up North Woods"" cabin, simulated tree fort, sand dunes area, marsh challenge course with simulated cattails, raised sand play area and multiple climbing structures.  Colorful rubberized surfacing depict Michigan's Lakes and rivers.",True,True,True,False,True,False,False,True,False
Frog Hollow Boundless Playground,2050 Metro Court,Wyoming,MI,49509,42.854694,-85.714833,"The park includes telescopes, musical instruments, art, poop-stations for dogs, crazy carnival-mirrors and more.",True,True,True,True,True,True,False,True,True
Shane's Inspiration,4800 Crystal Springs Road,Los Angeles,CA,90027,34.14488,-118.285184,"This playground features an airplane and  a space shuttle that gives children of all abilities a chance to adventure into space, as well as accessible slides and Ronald's Ship of Dreams an accessible ""gangway""  wheelhouse and talk tube radio system.",True,True,True,False,True,False,False,True,False
Westwood Park,1350 South Sepulveda Boulevard,Los Angeles,CA,90024,34.0529537,-118.4487175,"This playground features the  Airplane where young pilots and co-pilots will enjoy a fully-accessible cockpit loaded with features. They can communicate with the Control Tower via a talk tube radio and plan their route on the navigation panels. There are also accessible slides, sand and water play.",True,True,True,False,True,False,False,True,False
Lake Street Park,211 North Lake Street,Los Angeles,CA,90026,34.0689972,-118.2701576,"A series of shaded little cottages, connected by ramps, lead up to an interactive tree-house giving a sense of adventure and fun to children of all abilities.",True,True,True,True,True,False,False,True,False
Lincoln Park,3600 North Mission Road,Los Angeles,CA,90031,34.0678013,-118.2023889,"The  playground's colorful zoo and carousel theme draws on historic community landmarks. The park includes an  interactive maze, slides swings and two treehouses. Zoo animals guard the entrance, ready to spray water at the touch of a button.",True,True,True,False,True,False,False,True,False
Parque de los Suenos,1333 Bonnie Beach Place,East Los Angeles,CA,90023,34.015799,-118.181645,"This space-themed Universally Accessible Playground  in East Los Angeles.  features an interactive shuttle with movable controls, steering instruments, and wide wings for climbing.  There is sturdy netting to climb and stargazing through periscopes. A fully-accessible 3-foot-high maze provides hours of active and imaginative play. There are also sound pucks embedded in the playground encourage auditory discovery.",True,True,True,False,True,False,False,True,False
Neil Papiano Play Park,5333 Zoo Drive,Los Angeles,CA,90027,34.1488741,-118.2839757,"After exploring the zoo animals, children can hop onto the play pods or take a turn on the spinning disk orr take a trip down one of the textured slides, providing hours of fun and discovery under the shade of cool, colorful shade structures.",True,True,True,False,True,False,False,True,False
Hansen Dam Recreation Center,11770 Foothill Boulevard,Lake View Terrace,CA,91342,34.2725648,-118.3930922,"he park is home to a sprawling, inclusive PlayBooster playstructure with an extensive ramping system where children of all abilities acan reach the crawl tunnels, many different slides and play panels, and other fun playground components. Additionally, custom roofs and shade systems provide protection from harmful UV rays.",True,True,True,False,True,False,False,True,False
"Martin Luther King, Jr. Therapeutic Rec Center",3916 South Western Avenue,Los Angeles,CA,90062,34.0137949,-118.3087714,"A totally inclusive play environment incorporates a playstructure with climbers, slides, accessible play panels, ramps, and tunnels.  The playground also features  a swing set, sand play area and a half-height security fence to help provide a safe environment.  One of the features in the Airplane where young pilots and co-pilots will enjoy a fully-accessible cockpit loaded with features. They can communicate with the Control Tower via a talk tube radio and plan their route on the navigation panels. There are also accessible slides, sand and water play.",True,True,True,True,True,False,False,True,False
Pan Pacific Park,7600 Beverly Boulevard,Los Angeles,CA,90036,34.0755802,-118.3541495,"The park has play areas for 2-5 year-olds and 5-12 year-olds. The older children's area is in the shape of a train, with sound features that include a train engine, whistle and sound of a train going over tracks. Both play areas have swing sets, shade structures and colorful resilient rubberized surfacing. Another special feature of the 17,000-square-foot playground is a foot path with a water element that will provide a unique sensory activity, complete with gentle mist.",True,True,True,False,True,False,False,True,False
Hazard Recreation Center,2230 Norfolk Street,Los Angeles,CA,90033,34.0612172,-118.2012924,,True,True,True,False,True,False,False,True,False
Anthony C. Beilenson Park,6300 Balboa Boulevard,Van Nuys,CA,91406,34.1862273,-118.5011266,,True,True,True,False,True,False,False,True,False
https://www.Viki.com,2400 South Flower Street,Tufo Di Minturno,LA,4020,34.0286246,-118.2737906,"The park features colorful slides, tubes, bridges, adapted swings, interactive puzzles, a quiet area, a dragon mister, a Sway Fun  and lush landscaping for children ages two to 12.",True,False,True,False,True,False,False,True,False
Kirk and Anne Douglas Playground,425 East 42nd Place,Los Angeles,CA,90011,34.0066119,-118.2662792,,True,True,True,True,True,False,False,True,False
Rosecrans Recreation Center,840 West 49th Street,Gardena,CA,90247,33.0406972,-117.2792675,,True,True,True,False,True,False,False,True,False
Westchester Recreation Center,7000 West Manchester Avenue,Los Angeles,CA,90045,33.9581712,-118.4167911,,True,True,True,True,True,True,False,True,False
Lake Eau Claire County Park,721 Oxford Avenue,Eau Claire,WI,54703,44.8073074,-91.5042232,,True,False,True,False,True,False,False,True,False
Elvehjem Elementary School,5106 Academy Drive,Madison,WI,53716,43.0782049,-89.2923942,,True,True,True,False,True,False,False,True,False
Roosevelt Park,700 Main Street,Oconomowoc,WI,53066,43.11838,-88.49928,"the playground features rubberized surfacing, recycled plastic composite ramping, therapeutic swings & swinging deck, multi-sensory activity structures, musical and educational components, and one entrance/exit safety.",True,True,True,False,True,False,False,True,False
Upper Lake Park,498 North Lake Street,Port Washington,WI,53074,43.3934592,-87.8659661,"This playground includes a Pirate Ship complete with waves, a rain wheel and a motion platform.  There are slides, bridges, rings and monkey bars (both high and low), and tunnels, a lighthouse, rock wall, chain walk, and balance beams. The TOT lot offers  a fairy tale castle, bouncy bridge, police car and a raised sandbox.  Both areas include a variety of swings and the  music area features palm drums, metalliphones and a drum shaped like an alligator.",True,True,True,False,True,False,False,True,False
Wilshire Crest Elementary School,5241 West Olympic Boulevard,Los Angeles,CA,90036,34.057988,-118.343595,,True,True,True,False,True,False,False,True,False
Lockwood Park,4300 Graceland Boulevard,Racine,WI,53405,42.727301,-87.832727,,True,True,True,False,True,False,False,True,False
Bradley Lake Park,"531 31st Avenue, SE",Puyallup,WA,98374,47.161036,-122.284983,"This sensory rich play environment is totally ramped and offers music play including maracas, accessible swing seats, integrated shade, and an abundance of ground level play activities.",True,True,True,False,True,True,False,True,False
Mirabeau Point Park,2426 North Discovery Place,Spokane Valley,WA,99216,47.680297,-117.2242319,"This playground has poured-in-place safety surfacing and a variety of play panels, overhead events and ramps. In addition, a Sway Fun glider and Elevated Sand Table provide sensory-rich experiences.",True,True,True,True,True,True,False,True,True
Oakledge Park and Beach,2 Flynn Avenue,Burlington,VT,5401,44.456067,-73.22193,Home of one of the Forever Young accessible treehouses.,True,True,True,False,True,False,False,True,False
Adventure Playground,290 North 400 East,Logan,UT,84321,41.7367891,-111.824479,"The20,000 square foot  playground  includes a castle, pirate ship, tree house,music area, and much more.",True,True,True,False,True,False,False,True,False
Halle Prows,1985 West 7800 South,West Jordan,UT,84088,40.608843,-111.94467,"This playground equipment includes a  PlayBooster playstructure, Evos playsystem and freestanding equipment. It is adjacent to the local Miracle League baseball field.",True,True,True,False,True,False,False,True,False
Boundless Play - Boundless Dreams,4806 Old Spartanburg Road,Taylors,SC,29687,34.886272,-82.2998549,The playground has both a toddler area and a play area for 5-12 year olds.,True,True,True,False,True,False,False,True,False
Kid's Kove Playground,283 Country Road,Barrington,RI,2806,41.740966,-71.30802,"The playground has a dozen swings (two of them oversized), a truck to drive, alligators to jump on, a giant rope pyramid, slides, a rope bridge, hammock and a large tower.",True,True,True,False,True,False,False,True,False
The Impossible Dream Playground,575 Centerville Road,Warwick,RI,2886,41.703962,-71.4891988,"A playground  with swings, slides, see saws, sand boxes, fantasy play houses, miniature golf, an activity center, picnic areas and accessible rest rooms.   Open April through October, 10:00 to 3:00 Wednesday through Saturday. Donation requested.",True,True,True,False,True,False,False,True,False
Matty's Place,153 School Street,Wakefield,RI,2879,41.4446966,-71.4954862,,True,True,True,False,True,False,False,True,False
The Sarah Jane McCullough Handicapped Play Area,190 Kingstown Road,Wyoming,RI,2898,41.4998735,-71.6619476,"This playground has poured-in-place safety surfacing and a variety of play panels, overhead events and ramps.A  Sway Fun glider and Elevated Sand Table provide sensory-rich experiences.",True,True,True,True,True,False,False,True,False
Mt. Airy Forest,5083 Colerain Avenue,Cincinnati,OH,45223,39.17973,-84.56588,Ohio's only wheelchair accessible public treehouse.,True,True,True,False,True,False,False,True,False
Parky's Playbarn and Adventure Station,10245 Winton Road,Cincinnati,OH,45231,39.2582905,-84.5187654,Old McDonald's Farm comes to life to delight city children with a petting zoo and a giant playbar. Children can also enjoy an outdoor water playland and an outdoor playground. **Please note that there is an entrance fee.,True,True,True,False,True,False,False,True,False
Swing High Playground,715 Prospect Lake Drive,Colorado Springs,CO,80910,38.8226718,-104.7998422,"A 100% universally accessible playground  with components like the log slide, log crawl tunnel, Natural Climbers and the custom flower shade structure.  There are accessible pathways and rubber surfacing; cozy spots where children can gather; harnessed swings with back support; and elevated sand tables and activity panels.",True,False,True,False,True,False,False,True,False
Inpsiration Playground,2626 West Horsetooth Road,Fort Collins,CO,80526,40.5406485,-105.1266416,,True,True,True,False,True,False,False,True,False
Kids' Park Lafayette,101 North Bermont Avenue,Lafayette,CO,80026,39.9982216,-105.0957154,"There are two accessible playgrounds divided by age groups.   In addition to the accessible playgrounds, there is an accessible Sensory Botanical Garden  which stimulates the senses through use of flowers and plants (sight and smell), musical instruments, chimes, and seed pods (hearing), textured plants (touch), and edible herbs (taste)",True,True,True,True,True,True,True,True,False
